job_id,job_title,company_name,industry,location,employment_type,experience_level,salary_min_usd,salary_max_usd,required_skills,languages_required,degree_required,posted_date,is_active,description
JOB06359,Project Coordinator,Plan International Cambodia,NGO/Non-Profit,Battambang,Contract,Executive,2015,5455,"PowerPoint, Adobe Photoshop, Adobe Illustrator, Microsoft Office","Khmer, English, Chinese",Master,2025-09-09,True,We are seeking a talented Project Coordinator to join Plan International Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06360,English Teacher,Build Bright University,Education,Battambang,Full-time,Executive,2804,8339,"PHP, French, Excel, Node.js",Khmer,Master,2025-11-19,True,We are seeking a talented English Teacher to join Build Bright University. This position offers competitive salary and benefits in Education.
JOB06361,Logistics Manager,Mekong Express,Transportation,Kampong Chhnang,Internship,Entry Level,256,1190,"English, Driving License, SQL",Khmer,High School,2025-09-20,True,We are seeking a talented Logistics Manager to join Mekong Express. This position offers competitive salary and benefits in Transportation.
JOB06362,QA Engineer,Pi Pay,IT/Software,Takeo,Internship,Mid Level,981,1592,"Adobe Illustrator, Customer Service, French, PHP, Chinese, JavaScript","Khmer, English, French",PhD,2025-10-27,True,We are seeking a talented QA Engineer to join Pi Pay. This position offers competitive salary and benefits in IT/Software.
JOB06363,Radiologist,Sunrise Japan Hospital,Healthcare,Battambang,Contract,Executive,2242,5375,"Time Management, Social Media, Communication, French, Chinese","Khmer, English",Bachelor,2025-11-24,True,We are seeking a talented Radiologist to join Sunrise Japan Hospital. This position offers competitive salary and benefits in Healthcare.
JOB06364,Cashier,AEON Mall Cambodia,Retail,Kampong Chhnang,Part-time,Executive,2170,7873,"Microsoft Office, Node.js, Problem Solving","Khmer, English, Chinese",PhD,2025-10-02,True,We are seeking a talented Cashier to join AEON Mall Cambodia. This position offers competitive salary and benefits in Retail.
JOB06365,IT Support Specialist,Huione Group,IT/Software,Prey Veng,Full-time,Mid Level,545,1273,"Photography, Java, Driving License, Digital Marketing, Chinese","Khmer, English",Diploma,2025-09-05,True,We are seeking a talented IT Support Specialist to join Huione Group. This position offers competitive salary and benefits in IT/Software.
JOB06366,Safety Officer,CITIC Construction,Construction,Siem Reap,Internship,Senior,1043,4476,"PowerPoint, Project Management, English, Driving License, Teamwork","Khmer, English, French",PhD,2025-10-28,True,We are seeking a talented Safety Officer to join CITIC Construction. This position offers competitive salary and benefits in Construction.
JOB06367,Accountant,ACLEDA Bank Plc.,Banking/Finance,Kampong Thom,Internship,Senior,1189,4919,"PowerPoint, Video Editing, Project Management, SEO, Driving License",Khmer,Diploma,2025-11-04,True,We are seeking a talented Accountant to join ACLEDA Bank Plc.. This position offers competitive salary and benefits in Banking/Finance.
JOB06368,Finance Officer,Plan International Cambodia,NGO/Non-Profit,Phnom Penh,Full-time,Senior,1301,2527,"Python, HTML/CSS, Project Management, Problem Solving","Khmer, English, Chinese",High School,2025-10-02,True,We are seeking a talented Finance Officer to join Plan International Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06369,Store Manager,Chip Mong Retail,Retail,Kampong Speu,Part-time,Entry Level,253,973,"Data Analysis, Customer Service, Teamwork, Python",English,PhD,2025-10-30,True,We are seeking a talented Store Manager to join Chip Mong Retail. This position offers competitive salary and benefits in Retail.
JOB06370,Project Manager,Thai Boon Roong,Construction,Siem Reap,Part-time,Mid Level,496,1240,"PHP, Microsoft Office, Teamwork, Chinese, JavaScript",English,PhD,2025-08-28,True,We are seeking a talented Project Manager to join Thai Boon Roong. This position offers competitive salary and benefits in Construction.
JOB06371,Software Developer,Wing (Cambodia) Limited Specialised Bank,IT/Software,Sihanoukville,Internship,Mid Level,583,1769,"React, Video Editing, Problem Solving, Excel","Khmer, English, Chinese",High School,2025-10-06,True,We are seeking a talented Software Developer to join Wing (Cambodia) Limited Specialised Bank. This position offers competitive salary and benefits in IT/Software.
JOB06372,Health Administrator,Calmette Hospital,Healthcare,Prey Veng,Contract,Senior,1960,4477,"Social Media, Microsoft Office, Problem Solving","Khmer, English, Chinese",PhD,2025-09-30,True,We are seeking a talented Health Administrator to join Calmette Hospital. This position offers competitive salary and benefits in Healthcare.
JOB06373,Logistics Manager,Grab Cambodia,Transportation,Battambang,Internship,Entry Level,183,763,"HTML/CSS, English, Video Editing","Khmer, English, French",Diploma,2025-11-25,True,We are seeking a talented Logistics Manager to join Grab Cambodia. This position offers competitive salary and benefits in Transportation.
JOB06374,DevOps Engineer,Metfone,IT/Software,Kampong Chhnang,Part-time,Senior,1623,2831,"Communication, Chinese, PowerPoint, English","Khmer, English, Chinese",Bachelor,2025-09-14,False,We are seeking a talented DevOps Engineer to join Metfone. This position offers competitive salary and benefits in IT/Software.
JOB06375,Factory Worker,Worldbridge Garment Manufacturing,Manufacturing,Takeo,Part-time,Entry Level,330,1166,"Microsoft Office, SQL, Time Management, French, Photography","Khmer, English",Diploma,2025-12-08,True,We are seeking a talented Factory Worker to join Worldbridge Garment Manufacturing. This position offers competitive salary and benefits in Manufacturing.
JOB06376,Content Writer,The Phnom Penh Post,Media/Advertising,Kampong Cham,Contract,Entry Level,231,626,"Microsoft Office, Khmer, French, Adobe Photoshop, English",Khmer,High School,2025-11-24,True,We are seeking a talented Content Writer to join The Phnom Penh Post. This position offers competitive salary and benefits in Media/Advertising.
JOB06377,Math Teacher,American Intercon School,Education,Kampong Cham,Contract,Executive,3093,8374,"Video Editing, French, Adobe Photoshop",Khmer,Bachelor,2025-08-28,True,We are seeking a talented Math Teacher to join American Intercon School. This position offers competitive salary and benefits in Education.
JOB06378,Health Administrator,Khmer-Soviet Friendship Hospital,Healthcare,Battambang,Full-time,Executive,2098,5703,"JavaScript, SQL, Driving License, PowerPoint, English","Khmer, English",PhD,2025-10-10,True,We are seeking a talented Health Administrator to join Khmer-Soviet Friendship Hospital. This position offers competitive salary and benefits in Healthcare.
JOB06379,Concierge,Park Hyatt Siem Reap,Hospitality/Tourism,Battambang,Contract,Mid Level,590,1544,"Teamwork, PowerPoint, Excel, Communication",Khmer,PhD,2025-09-19,True,We are seeking a talented Concierge to join Park Hyatt Siem Reap. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB06380,Quantity Surveyor,China State Construction Engineering Corporation,Construction,Takeo,Part-time,Entry Level,331,686,"Problem Solving, Customer Service, Time Management","Khmer, English",Diploma,2025-10-13,True,We are seeking a talented Quantity Surveyor to join China State Construction Engineering Corporation. This position offers competitive salary and benefits in Construction.
JOB06381,Dispatcher,Giant Ibis Transport,Transportation,Kampong Chhnang,Part-time,Mid Level,539,1601,"Java, Python, Customer Service, Communication, PHP, Data Analysis","Khmer, English, Chinese",Diploma,2025-09-01,False,We are seeking a talented Dispatcher to join Giant Ibis Transport. This position offers competitive salary and benefits in Transportation.
JOB06382,Math Teacher,International School of Phnom Penh,Education,Kampong Speu,Part-time,Senior,1139,3249,"Driving License, PowerPoint, SQL, Chinese, SEO","Khmer, English",Diploma,2025-10-14,True,We are seeking a talented Math Teacher to join International School of Phnom Penh. This position offers competitive salary and benefits in Education.
JOB06383,Warehouse Manager,Cambodia Post E-commerce,E-commerce,Battambang,Internship,Executive,2248,7317,"Problem Solving, Customer Service, Leadership, Khmer, Chinese",Khmer,Diploma,2025-11-23,False,We are seeking a talented Warehouse Manager to join Cambodia Post E-commerce. This position offers competitive salary and benefits in E-commerce.
JOB06384,Radiologist,SOS International Clinic,Healthcare,Takeo,Contract,Entry Level,218,796,"SEO, Project Management, Social Media, Excel, Time Management, Digital Marketing","Khmer, English",Master,2025-09-05,True,We are seeking a talented Radiologist to join SOS International Clinic. This position offers competitive salary and benefits in Healthcare.
JOB06385,Real Estate Agent,Borey Peng Huoth,Real Estate,Siem Reap,Part-time,Senior,1367,4149,"JavaScript, Chinese, SEO",English,PhD,2025-12-01,False,We are seeking a talented Real Estate Agent to join Borey Peng Huoth. This position offers competitive salary and benefits in Real Estate.
JOB06386,Lab Technician,Royal Phnom Penh Hospital,Healthcare,Kampong Speu,Full-time,Executive,3395,5987,"Teamwork, Photography, Problem Solving","Khmer, English, Chinese",Diploma,2025-12-06,True,We are seeking a talented Lab Technician to join Royal Phnom Penh Hospital. This position offers competitive salary and benefits in Healthcare.
JOB06387,Visual Merchandiser,City Mall,Retail,Sihanoukville,Internship,Senior,1702,3141,"JavaScript, Khmer, Digital Marketing, Teamwork","Khmer, English, Chinese",None,2025-09-24,True,We are seeking a talented Visual Merchandiser to join City Mall. This position offers competitive salary and benefits in Retail.
JOB06388,Lab Technician,Royal Phnom Penh Hospital,Healthcare,Takeo,Part-time,Entry Level,344,1159,"Teamwork, Social Media, React",English,Master,2025-11-14,True,We are seeking a talented Lab Technician to join Royal Phnom Penh Hospital. This position offers competitive salary and benefits in Healthcare.
JOB06389,Medical Assistant,SOS International Clinic,Healthcare,Battambang,Contract,Mid Level,692,1449,"Chinese, Java, React, French, Digital Marketing","Khmer, English",Bachelor,2025-11-13,True,We are seeking a talented Medical Assistant to join SOS International Clinic. This position offers competitive salary and benefits in Healthcare.
JOB06390,School Administrator,Build Bright University,Education,Kampong Thom,Part-time,Senior,1768,3804,"Adobe Photoshop, Excel, Chinese",English,High School,2025-09-13,True,We are seeking a talented School Administrator to join Build Bright University. This position offers competitive salary and benefits in Education.
JOB06391,Health Administrator,Khmer-Soviet Friendship Hospital,Healthcare,Takeo,Part-time,Entry Level,331,882,"English, Time Management, Problem Solving, Excel, Microsoft Office","Khmer, English, Chinese",PhD,2025-09-23,True,We are seeking a talented Health Administrator to join Khmer-Soviet Friendship Hospital. This position offers competitive salary and benefits in Healthcare.
JOB06392,Pharmacist,Naga Clinic,Healthcare,Kampong Thom,Full-time,Senior,1813,3919,"React, Digital Marketing, French, JavaScript, Time Management","Khmer, English, French",High School,2025-08-16,True,We are seeking a talented Pharmacist to join Naga Clinic. This position offers competitive salary and benefits in Healthcare.
JOB06393,UI/UX Designer,Huione Group,IT/Software,Sihanoukville,Contract,Executive,3344,9879,"Teamwork, Microsoft Office, Customer Service, HTML/CSS, Python","Khmer, English, Chinese",PhD,2025-12-03,True,We are seeking a talented UI/UX Designer to join Huione Group. This position offers competitive salary and benefits in IT/Software.
JOB06394,Finance Officer,Save the Children Cambodia,NGO/Non-Profit,Kampong Chhnang,Contract,Entry Level,350,1018,"Leadership, Customer Service, French","Khmer, English, Chinese",Master,2025-09-21,True,We are seeking a talented Finance Officer to join Save the Children Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06395,Marketing Coordinator,AEON Mall,Real Estate,Takeo,Part-time,Mid Level,830,2244,"Digital Marketing, Customer Service, PHP, Project Management, SQL","Khmer, English, French",High School,2025-09-13,True,We are seeking a talented Marketing Coordinator to join AEON Mall. This position offers competitive salary and benefits in Real Estate.
JOB06396,Concierge,NagaWorld,Hospitality/Tourism,Battambang,Part-time,Mid Level,850,1270,"Time Management, Problem Solving, Digital Marketing, Customer Service, Teamwork",English,Diploma,2025-11-20,False,We are seeking a talented Concierge to join NagaWorld. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB06397,Community Mobilizer,Kantha Bopha Foundation,NGO/Non-Profit,Battambang,Internship,Senior,1055,4288,"Accounting, SEO, Adobe Photoshop, Leadership","Khmer, English, French",High School,2025-11-07,True,We are seeking a talented Community Mobilizer to join Kantha Bopha Foundation. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06398,Fleet Coordinator,Mekong Express,Transportation,Kampong Chhnang,Full-time,Executive,2327,6636,"Adobe Illustrator, French, English, Data Analysis","Khmer, English",Bachelor,2025-09-14,True,We are seeking a talented Fleet Coordinator to join Mekong Express. This position offers competitive salary and benefits in Transportation.
JOB06399,Field Supervisor,Angkor Kasekam Roongroeung,Agriculture,Kampong Speu,Full-time,Executive,2902,5585,"Driving License, Data Analysis, Digital Marketing","Khmer, English",None,2025-10-09,True,We are seeking a talented Field Supervisor to join Angkor Kasekam Roongroeung. This position offers competitive salary and benefits in Agriculture.
JOB06400,Delivery Driver,sabay.com,E-commerce,Battambang,Contract,Entry Level,167,730,"Adobe Illustrator, Data Analysis, Project Management, Social Media","Khmer, English, French",Bachelor,2025-11-07,True,We are seeking a talented Delivery Driver to join sabay.com. This position offers competitive salary and benefits in E-commerce.
JOB06401,IT Support Specialist,Smart Axiata,IT/Software,Kampong Speu,Internship,Entry Level,177,958,"Adobe Photoshop, PHP, English, JavaScript, Python, Node.js","Khmer, English, Chinese",PhD,2025-09-23,True,We are seeking a talented IT Support Specialist to join Smart Axiata. This position offers competitive salary and benefits in IT/Software.
JOB06402,Site Engineer,China State Construction Engineering Corporation,Construction,Kampong Chhnang,Part-time,Senior,1130,4989,"Project Management, Excel, JavaScript, Time Management, Digital Marketing, Microsoft Office",Khmer,High School,2025-09-08,False,We are seeking a talented Site Engineer to join China State Construction Engineering Corporation. This position offers competitive salary and benefits in Construction.
JOB06403,Project Coordinator,Kantha Bopha Foundation,NGO/Non-Profit,Phnom Penh,Contract,Senior,1029,3395,"Driving License, Adobe Photoshop, French, English, Project Management",English,Master,2025-10-06,True,We are seeking a talented Project Coordinator to join Kantha Bopha Foundation. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06404,Chef,Cambodia Angkor Air,Hospitality/Tourism,Battambang,Part-time,Mid Level,963,2091,"Communication, SQL, Driving License, Java, Digital Marketing, HTML/CSS","Khmer, English, French",PhD,2025-11-19,False,We are seeking a talented Chef to join Cambodia Angkor Air. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB06405,Journalist,TV3 Cambodia,Media/Advertising,Kampong Cham,Full-time,Mid Level,921,1211,"Communication, Teamwork, French, Adobe Photoshop, Data Analysis, Chinese",Khmer,PhD,2025-10-15,True,We are seeking a talented Journalist to join TV3 Cambodia. This position offers competitive salary and benefits in Media/Advertising.
JOB06406,Auditor,Sathapana Limited,Banking/Finance,Prey Veng,Contract,Executive,3016,7700,"Node.js, French, Project Management, Problem Solving",English,Diploma,2025-10-07,True,We are seeking a talented Auditor to join Sathapana Limited. This position offers competitive salary and benefits in Banking/Finance.
JOB06407,Agronomist,Cambodia Rice Federation,Agriculture,Sihanoukville,Part-time,Executive,2356,6198,"Data Analysis, Photography, Khmer","Khmer, English, French",Diploma,2025-08-19,False,We are seeking a talented Agronomist to join Cambodia Rice Federation. This position offers competitive salary and benefits in Agriculture.
JOB06408,Doctor,Naga Clinic,Healthcare,Battambang,Full-time,Executive,3285,9543,"Video Editing, Accounting, Problem Solving, Project Management, Python","Khmer, English",High School,2025-10-22,True,We are seeking a talented Doctor to join Naga Clinic. This position offers competitive salary and benefits in Healthcare.
JOB06409,Dispatcher,Cambodia Angkor Air,Transportation,Kampong Cham,Part-time,Executive,2207,7044,"Microsoft Office, Excel, Time Management, PHP, Data Analysis, SEO","Khmer, English",Diploma,2025-09-28,True,We are seeking a talented Dispatcher to join Cambodia Angkor Air. This position offers competitive salary and benefits in Transportation.
JOB06410,Quality Control Inspector,Sabrina (Cambodia) Garment Manufacturing,Manufacturing,Kampong Thom,Part-time,Executive,2222,5635,"Social Media, French, PHP, Project Management","Khmer, English, French",High School,2025-08-23,False,We are seeking a talented Quality Control Inspector to join Sabrina (Cambodia) Garment Manufacturing. This position offers competitive salary and benefits in Manufacturing.
JOB06411,Software Developer,Metfone,IT/Software,Phnom Penh,Contract,Senior,1712,3652,"French, PHP, Time Management, Python","Khmer, English, Chinese",High School,2025-09-07,False,We are seeking a talented Software Developer to join Metfone. This position offers competitive salary and benefits in IT/Software.
JOB06412,Quantity Surveyor,Muhibbah Engineering,Construction,Battambang,Full-time,Entry Level,239,913,"JavaScript, Data Analysis, Adobe Photoshop, Accounting, Excel",English,Bachelor,2025-11-04,True,We are seeking a talented Quantity Surveyor to join Muhibbah Engineering. This position offers competitive salary and benefits in Construction.
JOB06413,DevOps Engineer,SabaiCode,IT/Software,Prey Veng,Part-time,Mid Level,818,2230,"Project Management, Adobe Photoshop, Python, Driving License","Khmer, English, French",Master,2025-11-09,True,We are seeking a talented DevOps Engineer to join SabaiCode. This position offers competitive salary and benefits in IT/Software.
JOB06414,Leasing Officer,ING City,Real Estate,Phnom Penh,Part-time,Executive,2741,7631,"Video Editing, SEO, French, English, Driving License, Excel",English,PhD,2025-09-26,True,We are seeking a talented Leasing Officer to join ING City. This position offers competitive salary and benefits in Real Estate.
JOB06415,Line Leader,Sabrina (Cambodia) Garment Manufacturing,Manufacturing,Kampong Cham,Internship,Entry Level,151,990,"Video Editing, React, Node.js, Java","Khmer, English, Chinese",High School,2025-10-17,False,We are seeking a talented Line Leader to join Sabrina (Cambodia) Garment Manufacturing. This position offers competitive salary and benefits in Manufacturing.
JOB06416,Line Leader,Worldbridge Garment Manufacturing,Manufacturing,Takeo,Part-time,Executive,3012,8150,"Driving License, PHP, Leadership",Khmer,Bachelor,2025-08-22,True,We are seeking a talented Line Leader to join Worldbridge Garment Manufacturing. This position offers competitive salary and benefits in Manufacturing.
JOB06417,School Administrator,Zaman University,Education,Siem Reap,Contract,Entry Level,327,760,"Python, Video Editing, HTML/CSS","Khmer, English",None,2025-09-13,True,We are seeking a talented School Administrator to join Zaman University. This position offers competitive salary and benefits in Education.
JOB06418,Branch Manager,ACLEDA Bank Plc.,Banking/Finance,Kampong Chhnang,Part-time,Entry Level,230,959,"Node.js, Accounting, PHP, Project Management, Digital Marketing",Khmer,Bachelor,2025-10-27,True,We are seeking a talented Branch Manager to join ACLEDA Bank Plc.. This position offers competitive salary and benefits in Banking/Finance.
JOB06419,Dispatcher,Sorya Transport,Transportation,Phnom Penh,Internship,Entry Level,238,930,"Khmer, English, HTML/CSS, Node.js","Khmer, English, French",PhD,2025-08-16,True,We are seeking a talented Dispatcher to join Sorya Transport. This position offers competitive salary and benefits in Transportation.
JOB06420,Project Manager,CITIC Construction,Construction,Siem Reap,Part-time,Entry Level,367,826,"Problem Solving, PowerPoint, Microsoft Office, Python, Video Editing",Khmer,PhD,2025-11-07,True,We are seeking a talented Project Manager to join CITIC Construction. This position offers competitive salary and benefits in Construction.
JOB06421,Math Teacher,American Intercon School,Education,Kampong Cham,Contract,Executive,3469,5855,"Node.js, Project Management, JavaScript, PowerPoint",Khmer,PhD,2025-11-18,True,We are seeking a talented Math Teacher to join American Intercon School. This position offers competitive salary and benefits in Education.
JOB06422,Logistics Manager,Grab Cambodia,Transportation,Takeo,Part-time,Mid Level,666,2250,"Digital Marketing, English, French, Leadership, Customer Service",English,Diploma,2025-08-13,False,We are seeking a talented Logistics Manager to join Grab Cambodia. This position offers competitive salary and benefits in Transportation.
JOB06423,Fleet Coordinator,Sorya Transport,Transportation,Sihanoukville,Contract,Entry Level,333,1176,"React, HTML/CSS, Node.js, Video Editing","Khmer, English, French",Master,2025-09-09,True,We are seeking a talented Fleet Coordinator to join Sorya Transport. This position offers competitive salary and benefits in Transportation.
JOB06424,Agricultural Technician,Mong Reththy Group,Agriculture,Prey Veng,Full-time,Senior,1278,2514,"Time Management, Customer Service, Video Editing","Khmer, English, Chinese",Diploma,2025-10-18,False,We are seeking a talented Agricultural Technician to join Mong Reththy Group. This position offers competitive salary and benefits in Agriculture.
JOB06425,Inventory Coordinator,AEON Mall Cambodia,Retail,Kampong Thom,Part-time,Executive,3478,5224,"SQL, Python, Adobe Photoshop","Khmer, English, French",Bachelor,2025-08-13,False,We are seeking a talented Inventory Coordinator to join AEON Mall Cambodia. This position offers competitive salary and benefits in Retail.
JOB06426,Content Writer,The Phnom Penh Post,Media/Advertising,Kampong Thom,Internship,Executive,3395,9852,"Photography, SEO, Video Editing, Problem Solving, Customer Service",Khmer,None,2025-09-30,True,We are seeking a talented Content Writer to join The Phnom Penh Post. This position offers competitive salary and benefits in Media/Advertising.
JOB06427,Credit Officer,Maybank Cambodia,Banking/Finance,Siem Reap,Internship,Mid Level,879,1625,"Photography, Data Analysis, Leadership, Teamwork, PowerPoint, Java","Khmer, English, Chinese",None,2025-10-20,True,We are seeking a talented Credit Officer to join Maybank Cambodia. This position offers competitive salary and benefits in Banking/Finance.
JOB06428,Admin Assistant,Cambodian Red Cross,NGO/Non-Profit,Siem Reap,Full-time,Executive,2379,7582,"Accounting, Java, PHP, Khmer, Project Management","Khmer, English, Chinese",Bachelor,2025-10-15,False,We are seeking a talented Admin Assistant to join Cambodian Red Cross. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06429,Project Coordinator,Halo Trust Cambodia,NGO/Non-Profit,Kampong Chhnang,Internship,Executive,2601,9393,"Python, React, Accounting, Communication",Khmer,None,2025-09-22,False,We are seeking a talented Project Coordinator to join Halo Trust Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06430,Digital Marketing Specialist,WownowKh,E-commerce,Kampong Chhnang,Internship,Executive,2330,8257,"Social Media, Communication, Adobe Illustrator, JavaScript, Photography","Khmer, English, Chinese",PhD,2025-10-20,True,We are seeking a talented Digital Marketing Specialist to join WownowKh. This position offers competitive salary and benefits in E-commerce.
JOB06431,Concierge,Cambodia Angkor Air,Hospitality/Tourism,Prey Veng,Internship,Executive,2712,9130,"Node.js, PowerPoint, Social Media",Khmer,None,2025-09-10,True,We are seeking a talented Concierge to join Cambodia Angkor Air. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB06432,Line Leader,Sabrina (Cambodia) Garment Manufacturing,Manufacturing,Kampong Speu,Full-time,Executive,2975,6417,"PHP, Adobe Illustrator, Data Analysis, Java, Video Editing",Khmer,Bachelor,2025-10-09,True,We are seeking a talented Line Leader to join Sabrina (Cambodia) Garment Manufacturing. This position offers competitive salary and benefits in Manufacturing.
JOB06433,Farm Manager,Mong Reththy Group,Agriculture,Kampong Chhnang,Full-time,Senior,1422,2822,"Excel, Digital Marketing, Time Management, React, Adobe Illustrator, Customer Service",Khmer,High School,2025-10-20,True,We are seeking a talented Farm Manager to join Mong Reththy Group. This position offers competitive salary and benefits in Agriculture.
JOB06434,Event Coordinator,Sofitel Phnom Penh Phokeethra,Hospitality/Tourism,Siem Reap,Contract,Entry Level,398,726,"Problem Solving, Khmer, Adobe Photoshop","Khmer, English, French",Diploma,2025-10-16,True,We are seeking a talented Event Coordinator to join Sofitel Phnom Penh Phokeethra. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB06435,Construction Worker,Thai Boon Roong,Construction,Phnom Penh,Internship,Senior,1061,3581,"JavaScript, Driving License, Customer Service, Problem Solving",Khmer,Bachelor,2025-09-16,True,We are seeking a talented Construction Worker to join Thai Boon Roong. This position offers competitive salary and benefits in Construction.
JOB06436,Field Officer,Kantha Bopha Foundation,NGO/Non-Profit,Sihanoukville,Full-time,Mid Level,827,1756,"HTML/CSS, French, SQL, Java, React, Photography","Khmer, English, French",Master,2025-08-18,True,We are seeking a talented Field Officer to join Kantha Bopha Foundation. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB06437,Video Editor,Khmer Times,Media/Advertising,Kampong Chhnang,Internship,Entry Level,283,739,"SEO, Customer Service, Data Analysis","Khmer, English, French",Master,2025-11-27,True,We are seeking a talented Video Editor to join Khmer Times. This position offers competitive salary and benefits in Media/Advertising.
JOB06438,Customer Service Representative,Sorya Shopping Centre,Retail,Battambang,Internship,Entry Level,326,1045,"Khmer, HTML/CSS, Communication, Project Management, Adobe Photoshop","Khmer, English, Chinese",Diploma,2025-11-20,True,We are seeking a talented Customer Service Representative to join Sorya Shopping Centre. This position offers competitive salary and benefits in Retail.
JOB06439,Video Editor,Bayon TV,Media/Advertising,Kampong Speu,Contract,Senior,1005,2667,"React, Project Management, PowerPoint, Accounting, Teamwork","Khmer, English, Chinese",Master,2025-11-29,False,We are seeking a talented Video Editor to join Bayon TV. This position offers competitive salary and benefits in Media/Advertising.
JOB06440,Fleet Coordinator,Grab Cambodia,Transportation,Kampong Speu,Part-time,Executive,2518,5984,"HTML/CSS, Social Media, Project Management, Data Analysis",Khmer,PhD,2025-09-29,True,We are seeking a talented Fleet Coordinator to join Grab Cambodia. This position offers competitive salary and benefits in Transportation.
JOB06441,Sales Associate,Sorya Shopping Centre,Retail,Kampong Chhnang,Full-time,Mid Level,817,1434,"Excel, Photography, React, Project Management, Khmer",Khmer,High School,2025-10-18,False,We are seeking a talented Sales Associate to join Sorya Shopping Centre. This position offers competitive salary and benefits in Retail.
JOB06442,Digital Marketing Specialist,WownowKh,E-commerce,Kampong Cham,Internship,Mid Level,732,1357,"Accounting, Video Editing, Problem Solving, PHP, English",English,Master,2025-09-11,True,We are seeking a talented Digital Marketing Specialist to join WownowKh. This position offers competitive salary and benefits in E-commerce.
JOB06443,Doctor,Calmette Hospital,Healthcare,Siem Reap,Part-time,Entry Level,340,885,"Accounting, Photography, Problem Solving","Khmer, English, Chinese",Diploma,2025-11-12,True,We are seeking a talented Doctor to join Calmette Hospital. This position offers competitive salary and benefits in Healthcare.
JOB06444,Leasing Officer,Khmer Real Estate,Real Estate,Phnom Penh,Contract,Executive,3391,5351,"Data Analysis, Adobe Photoshop, Project Management, Digital Marketing, French, English","Khmer, English, Chinese",Bachelor,2025-08-15,True,We are seeking a talented Leasing Officer to join Khmer Real Estate. This position offers competitive salary and benefits in Real Estate.
JOB06445,Hotel Manager,Sofitel Phnom Penh Phokeethra,Hospitality/Tourism,Battambang,Internship,Mid Level,999,1210,"Time Management, Python, Video Editing, Photography, Problem Solving, Excel",Khmer,PhD,2025-08-13,False,We are seeking a talented Hotel Manager to join Sofitel Phnom Penh Phokeethra. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB06446,Warehouse Supervisor,Cambodia Brewery Limited,Manufacturing,Siem Reap,Internship,Executive,2925,7005,"PHP, SQL, Java, Photography, React, HTML/CSS",English,PhD,2025-08-24,True,We are seeking a talented Warehouse Supervisor to join Cambodia Brewery Limited. This position offers competitive salary and benefits in Manufacturing.
JOB06447,Quantity Surveyor,CPP Construction,Construction,Takeo,Part-time,Mid Level,476,1266,"HTML/CSS, Video Editing, Driving License, PHP, Customer Service, English","Khmer, English, Chinese",High School,2025-10-06,False,We are seeking a talented Quantity Surveyor to join CPP Construction. This position offers competitive salary and benefits in Construction.
JOB06448,Agricultural Technician,Kampuchea Tela,Agriculture,Takeo,Part-time,Entry Level,187,1190,"French, Microsoft Office, Data Analysis, Digital Marketing, Java",English,PhD,2025-09-03,True,We are seeking a talented Agricultural Technician to join Kampuchea Tela. This position offers competitive salary and benefits in Agriculture.
JOB06449,Quality Control Inspector,Pou Chen Group Cambodia,Manufacturing,Battambang,Full-time,Entry Level,313,721,"Data Analysis, Node.js, Teamwork, Customer Service, Social Media",Khmer,Diploma,2025-10-12,False,We are seeking a talented Quality Control Inspector to join Pou Chen Group Cambodia. This position offers competitive salary and benefits in Manufacturing.
JOB06450,English Teacher,American Intercon School,Education,Kampong Chhnang,Full-time,Mid Level,729,1818,"French, Digital Marketing, Node.js, Leadership, Python","Khmer, English, Chinese",Bachelor,2025-11-01,True,We are seeking a talented English Teacher to join American Intercon School. This position offers competitive salary and benefits in Education.
JOB06451,Construction Worker,Thai Boon Roong,Construction,Takeo,Internship,Executive,2124,5497,"Problem Solving, React, Python, Customer Service, English, Accounting","Khmer, English, Chinese",Master,2025-08-14,True,We are seeking a talented Construction Worker to join Thai Boon Roong. This position offers competitive salary and benefits in Construction.
JOB06452,Event Coordinator,Park Hyatt Siem Reap,Hospitality/Tourism,Siem Reap,Internship,Entry Level,198,977,"JavaScript, Problem Solving, Excel, Time Management, Khmer","Khmer, English",Bachelor,2025-10-11,True,We are seeking a talented Event Coordinator to join Park Hyatt Siem Reap. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB06453,Software Developer,Huione Group,IT/Software,Takeo,Full-time,Executive,2142,5771,"Time Management, Java, French, Teamwork, Photography, Leadership",English,High School,2025-09-18,True,We are seeking a talented Software Developer to join Huione Group. This position offers competitive salary and benefits in IT/Software.
